Reference Number,Grid Ref: Easting,Grid Ref: Northing,Number of Vehicles,Accident Date,Time (24hr),1st Road Class,Road Surface,Lighting Conditions,Weather Conditions,Type of Vehicle,Casualty Class,Casualty Severity,Number of Males,Number of Females,Average Age,Local Authority
68M0393,429542,435408,1,22/8/2019,9:10,Unclassified,Dry,Daylight,Fine,Van/Goods Vehicle(3.5 tonnes mgw or less),Pedestrian,Serious,1,0,26,E08000035
68M1329,442047,443581,2,22/8/2019,17:14,Primary Motorway,Dry,Daylight,Fine,Car,Vehicle Passenger,Slight,1,1,20,E08000035
68M1329,442047,443581,2,22/8/2019,17:14,Primary Motorway,Dry,Daylight,Fine,Car,Vehicle Passenger,Slight,1,1,20,E08000035
68M1404,441648,433793,2,22/8/2019,17:00,Non - Primary Road,Dry,Daylight,Fine,Car,Driver/Rider,Slight,0,1,29,E08000035
68M1465,439288,432421,1,22/8/2019,18:05,Non - Primary Road,Dry,Daylight,Fine,Motorcycle(125cc-500cc),Driver/Rider,Serious,1,0,54,E08000035
68M1786,436168,434462,1,21/8/2019,18:00,Non - Primary Road,Dry,Daylight,Fine,Car,Pedestrian,Slight,1,0,54,E08000035
68N0397,435901,425848,2,23/8/2019,9:15,Motorway,Dry,Daylight,Fine,Car,Vehicle Passenger,Slight,0,1,52,E08000035
68N0424,429680,425690,3,23/8/2019,9:35,Unclassified,Dry,Daylight,Fine,Car,Driver/Rider,Serious,0,2,44,E08000035
68N0424,429680,425690,3,23/8/2019,9:35,Unclassified,Dry,Daylight,Fine,Car,Driver/Rider,Slight,0,2,44,E08000035
68N0563,441740,434639,3,23/8/2019,10:53,Motorway,Dry,Daylight,Fine,Car,Driver/Rider,Slight,1,0,39,E08000035
68N0761,432247,426312,2,23/8/2019,12:40,Road,Dry,Daylight,Fine,Car,Driver/Rider,Slight,0,1,58,E08000035
68N0837,425356,440808,3,23/8/2019,13:10,Unclassified,Dry,Daylight,Fine,Car,Driver/Rider,Slight,0,2,48,E08000035
68N0837,425356,440808,3,23/8/2019,13:10,Unclassified,Dry,Daylight,Fine,Car,Driver/Rider,Slight,0,2,48,E08000035
68N0956,432572,426025,2,23/8/2019,14:00,Motorway,Dry,Daylight,Fine,Car,Vehicle Passenger,Slight,0,1,27,E08000035
68N1499,432134,431059,2,23/8/2019,17:41,Road,Dry,Daylight,Fine,Other vehicle,Driver/Rider,Serious,1,1,27,E08000035
68N1499,432134,431059,2,23/8/2019,17:41,Road,Dry,Daylight,Fine,Car,Driver/Rider,Slight,1,1,27,E08000035
68N2160,426786,428248,2,23/8/2019,22:00,Unclassified,Dry,Dark (lit street),Fine,Car,Driver/Rider,Slight,0,1,45,E08000035
68O0065,442043,437540,2,24/8/2019,0:30,Unclassified,Dry,Dark (unknown lighting),Fine,Car,Driver/Rider,Slight,1,0,36,E08000035
68O0885,430240,433914,1,24/8/2019,12:00,Unclassified,Dry,Daylight,Fine,Taxi/Private car,Pedestrian,Slight,1,0,2,E08000035
68O0899,428862,431916,1,24/8/2019,12:16,Unclassified,Dry,Daylight,Fine,Car,Pedestrian,Slight,1,0,2,E08000035
68O2325,440631,446075,2,24/8/2019,1:30,Primary Motorway,Dry,Unknown,Fine,Taxi/Private car,Vehicle Passenger,Slight,1,1,22,E08000035
68O2325,440631,446075,2,24/8/2019,1:30,Primary Motorway,Dry,Unknown,Fine,Taxi/Private car,Vehicle Passenger,Slight,1,1,22,E08000035
68P0233,426044,432256,2,25/8/2019,2:32,Unclassified,Dry,Dark (lit street),Fine,Car,Driver/Rider,Serious,1,0,25,E08000035
68P0876,434620,441231,2,25/8/2019,12:45,Unclassified,Dry,Daylight,Fine,Car,Driver/Rider,Serious,1,3,28,E08000035
68P0876,434620,441231,2,25/8/2019,12:45,Unclassified,Dry,Daylight,Fine,Car,Vehicle Passenger,Slight,1,3,28,E08000035
68P0876,434620,441231,2,25/8/2019,12:45,Unclassified,Dry,Daylight,Fine,Car,Vehicle Passenger,Serious,1,3,28,E08000035
68P0876,434620,441231,2,25/8/2019,12:45,Unclassified,Dry,Daylight,Fine,Car,Driver/Rider,Slight,1,3,28,E08000035
68P1537,435555,434799,2,26/8/2019,17:40,Unclassified,Dry,Daylight,Fine,Motorcycle(500cc or more),Driver/Rider,Serious,1,0,47,E08000035
68P1652,430902,424549,2,25/8/2019,18:30,Motorway,Dry,Daylight,Fine,Car,Driver/Rider,Serious,1,1,80,E08000035
68P1652,430902,424549,2,25/8/2019,18:30,Motorway,Dry,Daylight,Fine,Car,Vehicle Passenger,Serious,1,1,80,E08000035
68P1725,432572,428113,2,25/8/2019,18:36,Non - Primary Road,Dry,Daylight,Fine,Car,Vehicle Passenger,Slight,0,1,65,E08000035
68P2179,429578,433795,2,25/8/2019,22:05,Unclassified,Dry,Dark (lit street),Fine,Pedal Cycle,Driver/Rider,Serious,1,0,36,E08000035
68P2292,429850,433431,1,25/8/2019,22:45,Unclassified,Dry,Dark (lit street),Fine,Car,Pedestrian,Slight,1,0,47,E08000035
68Q1039,436746,437346,2,26/8/2019,13:00,Non - Primary Road,Dry,Daylight,Fine,Car,Driver/Rider,Slight,0,1,19,E08000035
68Q1524,428527,429635,2,26/8/2019,14:45,Unclassified,Dry,Daylight,Fine,Car,Vehicle Passenger,Slight,0,1,83,E08000035
68Q1673,431016,434496,2,26/8/2019,17:43,Unclassified,Dry,Daylight,Fine,Pedal Cycle,Driver/Rider,Serious,1,0,47,E08000035
68Q1944,443618,435478,2,26/8/2019,19:44,Motorway,Dry,Daylight,Fine,Car,Driver/Rider,Slight,0,1,45,E08000035
68R0275,430872,434221,1,27/8/2019,4:50,Non - Primary Road,Dry,Dark (lit street),Fine,Car,Pedestrian,Slight,1,0,21,E08000035
68R0608,426797,430018,5,27/8/2019,10:00,Motorway,Dry,Daylight,Fine,Car,Driver/Rider,Slight,1,1,30,E08000035
68R0608,426797,430018,5,27/8/2019,10:00,Motorway,Dry,Daylight,Fine,Car,Vehicle Passenger,Slight,1,1,30,E08000035
68R0934,422837,434080,1,31/8/2019,12:46,Non - Primary Road,Dry,Daylight,Fine,Car,Vehicle Passenger,Slight,1,0,20,E08000035
68R2007,427582,434576,2,27/8/2019,14:10,Unclassified,Dry,Daylight,Fine,Car,Driver/Rider,Slight,1,0,32,E08000035
68S0224,429091,428699,2,28/8/2019,4:26,Unclassified,Wet/Damp,Dark (lit street),Fine,Van/Goods Vehicle(3.5 tonnes mgw or less),Driver/Rider,Slight,3,1,33,E08000035
68S0224,429091,428699,2,28/8/2019,4:26,Unclassified,Wet/Damp,Dark (lit street),Fine,Van/Goods Vehicle(3.5 tonnes mgw or less),Vehicle Passenger,Slight,3,1,33,E08000035
68S0224,429091,428699,2,28/8/2019,4:26,Unclassified,Wet/Damp,Dark (lit street),Fine,Van/Goods Vehicle(3.5 tonnes mgw or less),Driver/Rider,Slight,3,1,33,E08000035
68S0224,429091,428699,2,28/8/2019,4:26,Unclassified,Wet/Damp,Dark (lit street),Fine,Van/Goods Vehicle(3.5 tonnes mgw or less),Vehicle Passenger,Slight,3,1,33,E08000035
68S0541,440404,447686,2,28/8/2019,10:30,Non - Primary Road,Dry,Daylight,Fine,Pedal Cycle,Driver/Rider,Serious,1,0,46,E08000035
68S1138,429515,430284,2,20/8/2019,5:30,Non - Primary Road,Dry,Daylight,Fine,Pedal Cycle,Driver/Rider,Serious,1,0,33,E08000035
68S1355,433180,434010,2,28/8/2019,15:28,Non - Primary Road,Dry,Daylight,Fine,Car,Vehicle Passenger,Slight,1,0,7,E08000035
68S1357,430388,433387,1,28/8/2019,15:05,Unclassified,Wet/Damp,Daylight,Fine,Bus(17 or more passenger seats),Vehicle Passenger,Slight,0,1,44,E08000035
68T0361,431625,430528,2,29/8/2019,8:31,Motorway,Dry,Daylight,Fine,Car,Driver/Rider,Slight,0,1,44,E08000035
68T0761,425913,432231,2,29/8/2019,14:01,Non - Primary Road,Dry,Daylight,Fine,Car,Driver/Rider,Slight,2,0,34,E08000035
68T0761,425913,432231,2,29/8/2019,14:01,Non - Primary Road,Dry,Daylight,Fine,Car,Vehicle Passenger,Slight,2,0,34,E08000035
68T0911,436266,434708,1,29/8/2019,15:00,Unclassified,Dry,Daylight,Fine,Car,Pedestrian,Slight,0,1,86,E08000035
68T1064,434621,438144,2,29/8/2019,15:40,Non - Primary Road,Dry,Daylight,Fine,Car,Driver/Rider,Slight,0,1,34,E08000035
68T1364,427733,433707,2,29/8/2019,7:30,Non - Primary Road,Dry,Daylight,Fine,Pedal Cycle,Driver/Rider,Slight,1,0,38,E08000035
68T1673,428780,433767,2,29/8/2019,18:05,Non - Primary Road,Dry,Daylight,Fine,Pedal Cycle,Driver/Rider,Slight,1,0,27,E08000035
68U0014,434804,428897,2,30/8/2019,0:10,Unclassified,Dry,Dark (lit street),Fine,Motorcycle(50cc-125cc),Driver/Rider,Serious,1,0,20,E08000035
68U0381,433605,425845,3,30/8/2019,8:00,Motorway,Dry,Daylight,Fine,Car,Driver/Rider,Slight,2,1,33,E08000035
68U0381,433605,425845,3,30/8/2019,8:00,Motorway,Dry,Daylight,Fine,Car,Driver/Rider,Slight,2,1,33,E08000035
68U0381,433605,425845,3,30/8/2019,8:00,Motorway,Dry,Daylight,Fine,Car,Driver/Rider,Slight,2,1,33,E08000035
68V0278,425080,428026,1,31/8/2019,3:54,Motorway,Dry,Dark (lit street),Fine,Motorcycle(50cc-125cc),Driver/Rider,Fatal,1,0,25,E08000035
6910821,443079,445634,1,31/8/2019,12:30,Unclassified,Dry,Daylight,Fine,Car,Pedestrian,Slight,0,1,72,E08000035
6910858,443667,437187,3,1/9/2019,13:20,Primary Motorway,Dry,Daylight,Fine,Car,Driver/Rider,Slight,0,1,24,E08000035
6920974,420645,441239,2,2/9/2019,14:56,Unclassified,Dry,Daylight,Fine,Car,Driver/Rider,Slight,0,2,47,E08000035
6920974,420645,441239,2,2/9/2019,14:56,Unclassified,Dry,Daylight,Fine,Car,Vehicle Passenger,Slight,0,2,47,E08000035
6920988,431528,440087,1,2/9/2019,15:04,Unclassified,Dry,Daylight,Fine,Car,Vehicle Passenger,Slight,0,1,3,E08000035
6921097,427945,436115,2,2/9/2019,15:56,Non - Primary Road,Dry,Daylight,Fine,Pedal Cycle,Driver/Rider,Slight,1,0,24,E08000035
6921849,424283,434980,1,2/9/2019,20:45,Unclassified,Dry,Dark (unlit street),Fine,Car,Pedestrian,Slight,1,0,57,E08000035
6931217,434475,430699,2,3/9/2019,17:11,Motorway,Dry,Daylight,Fine,Car,Driver/Rider,Slight,0,2,42,E08000035
6931217,434475,430699,2,3/9/2019,17:11,Motorway,Dry,Daylight,Fine,Car,Vehicle Passenger,Slight,0,2,42,E08000035
6941294,430032,427592,1,4/9/2019,17:07,Unclassified,Dry,Daylight,Fine,Car,Pedestrian,Slight,0,1,3,E08000035
6941611,422043,434384,2,4/9/2019,12:30,Unclassified,Dry,Daylight,Fine,Car,Driver/Rider,Slight,0,2,26,E08000035
6941611,422043,434384,2,4/9/2019,12:30,Unclassified,Dry,Daylight,Fine,Car,Vehicle Passenger,Slight,0,2,26,E08000035
6941922,431239,434801,2,4/9/2019,22:15,Unclassified,Wet/Damp,Dark (lit street),Fine,Motorcycle(125cc-500cc),Driver/Rider,Serious,1,0,30,E08000035
6950300,427235,435201,2,5/9/2019,8:25,Unclassified,Dry,Daylight,Fine,Pedal Cycle,Driver/Rider,Serious,0,1,52,E08000035
6950311,442469,442537,4,5/9/2019,8:37,Primary Motorway,Dry,Daylight,Fine,Car,Driver/Rider,Slight,2,0,49,E08000035
6950311,442469,442537,4,5/9/2019,8:37,Primary Motorway,Dry,Daylight,Fine,Car,Driver/Rider,Slight,2,0,49,E08000035
6951112,432009,433875,2,5/9/2019,16:15,Unclassified,Dry,Daylight,Fine,Car,Driver/Rider,Slight,1,1,24,E08000035
6951112,432009,433875,2,5/9/2019,16:15,Unclassified,Dry,Daylight,Fine,Car,Vehicle Passenger,Slight,1,1,24,E08000035
6951922,428654,430793,3,5/9/2019,20:55,Unclassified,Dry,Dark (lit street),Fine,Car,Driver/Rider,Slight,1,1,38,E08000035
6951922,428654,430793,3,5/9/2019,20:55,Unclassified,Dry,Dark (lit street),Fine,Car,Driver/Rider,Slight,1,1,38,E08000035
6962054,430338,433904,1,6/9/2019,21:40,Unclassified,Dry,Dark (lit street),Fine,Car,Pedestrian,Slight,0,1,19,E08000035
6970347,428189,432808,2,7/9/2019,5:36,Road,Dry,Daylight,Fine,Car,Driver/Rider,Slight,1,0,34,E08000035
6970550,436364,434604,1,7/9/2019,10:00,Unclassified,Dry,Daylight,Fine,Bus(17 or more passenger seats),Pedestrian,Slight,1,0,95,E08000035
6971447,431021,430558,3,7/9/2019,17:50,Motorway,Dry,Daylight,Fine,Car,Driver/Rider,Slight,3,1,22,E08000035
6971447,431021,430558,3,7/9/2019,17:50,Motorway,Dry,Daylight,Fine,Car,Driver/Rider,Slight,3,1,22,E08000035
6971447,431021,430558,3,7/9/2019,17:50,Motorway,Dry,Daylight,Fine,Car,Vehicle Passenger,Slight,3,1,22,E08000035
6971447,431021,430558,3,7/9/2019,17:50,Motorway,Dry,Daylight,Fine,Car,Vehicle Passenger,Slight,3,1,22,E08000035
6971826,427273,432561,1,7/9/2019,20:40,Unclassified,Dry,Dark (lit street),Fine,Car,Pedestrian,Serious,1,0,39,E08000035
6972057,432338,434973,1,7/9/2019,21:30,Unclassified,Dry,Unknown,Fine,Car,Pedestrian,Slight,1,0,40,E08000035
6980741,424979,427534,3,9/9/2019,12:45,Non - Primary Road,Dry,Daylight,Fine,Car,Driver/Rider,Slight,1,0,31,E08000035
6981076,432161,433604,2,8/9/2019,15:52,Non - Primary Road,Dry,Daylight,Fine,Pedal Cycle,Driver/Rider,Slight,2,0,28,E08000035
6981076,432161,433604,2,8/9/2019,15:52,Non - Primary Road,Dry,Daylight,Fine,Car,Driver/Rider,Slight,2,0,28,E08000035
6981939,429047,434518,2,8/9/2019,21:50,Unclassified,Dry,Dark (lit street),Fine,Car,Pedestrian,Serious,1,0,48,E08000035
6991098,426777,431760,1,9/9/2019,15:30,Non - Primary Road,Wet/Damp,Daylight,Raining,Car,Pedestrian,Slight,1,0,11,E08000035
69A0020,429962,430875,2,10/9/2019,0:20,Non - Primary Road,Wet/Damp,Dark (lit street),Fine,Car,Vehicle Passenger,Serious,2,0,22,E08000035
69A0020,429962,430875,2,10/9/2019,0:20,Non - Primary Road,Wet/Damp,Dark (lit street),Fine,Car,Driver/Rider,Slight,2,0,22,E08000035
69A0231,423348,438153,2,10/9/2019,7:50,Non - Primary Road,Dry,Daylight,Fine,Van/Goods Vehicle(3.5 tonnes mgw or less),Driver/Rider,Slight,1,0,35,E08000035
69A0368,425552,436387,2,10/9/2019,9:18,Non - Primary Road,Dry,Daylight,Fine,Pedal Cycle,Driver/Rider,Slight,1,0,32,E08000035
69A0801,429960,428086,2,10/9/2019,13:39,Unclassified,Dry,Daylight,Fine,Motorcycle(500cc or more),Driver/Rider,Serious,2,1,23,E08000035
69A0801,429960,428086,2,10/9/2019,13:39,Unclassified,Dry,Daylight,Fine,Motorcycle(500cc or more),Vehicle Passenger,Serious,2,1,23,E08000035
69A0801,429960,428086,2,10/9/2019,13:39,Unclassified,Dry,Daylight,Fine,Car,Driver/Rider,Slight,2,1,23,E08000035
69A1007,429744,436495,2,10/9/2019,15:05,Unclassified,Dry,Daylight,Fine,Van/Goods Vehicle(3.5 tonnes mgw or less),Driver/Rider,Slight,1,0,40,E08000035
69A1264,427201,433656,2,10/9/2019,17:10,Non - Primary Road,Dry,Daylight,Fine,Motorcycle(50cc-125cc),Driver/Rider,Slight,1,0,19,E08000035
69A1391,427431,432849,2,10/9/2019,10:02,Unclassified,Dry,Daylight,Fine,Car,Driver/Rider,Slight,0,1,32,E08000035
69A1458,428804,433315,3,10/9/2019,18:27,Primary Motorway,Dry,Daylight,Fine,Car,Driver/Rider,Serious,0,1,28,E08000035
69B0269,431402,435029,2,11/9/2019,7:43,Non - Primary Road,Wet/Damp,Daylight,Fine,Pedal Cycle,Driver/Rider,Slight,1,0,20,E08000035
69B0653,441099,432504,2,11/9/2019,7:49,Unclassified,Dry,Daylight,Fine,Pedal Cycle,Driver/Rider,Slight,1,0,12,E08000035
69B0762,431004,430633,2,11/9/2019,12:01,Unclassified,Dry,Daylight,Fine,Bus(17 or more passenger seats),Vehicle Passenger,Slight,0,1,3,E08000035
69B1508,427192,433522,2,11/9/2019,18:15,Unclassified,Dry,Daylight,Fine,Car,Driver/Rider,Slight,1,1,44,E08000035
69B1508,427192,433522,2,11/9/2019,18:15,Unclassified,Dry,Daylight,Fine,Car,Vehicle Passenger,Slight,1,1,44,E08000035
69B1911,427529,432600,2,11/9/2019,21:12,Unclassified,Dry,Dark (lit street),Fine,Pedal Cycle,Driver/Rider,Slight,1,0,21,E08000035
69C0515,421777,435335,2,11/9/2019,12:30,Unclassified,Dry,Daylight,Fine,Pedal Cycle,Driver/Rider,Slight,1,0,29,E08000035
69C0685,430700,424440,2,12/9/2019,11:58,Non - Primary Road,Dry,Daylight,Fine,Car,Driver/Rider,Slight,1,0,55,E08000035
69C1172,425987,434136,3,12/9/2019,15:35,Non - Primary Road,Dry,Daylight,Fine,Car,Driver/Rider,Slight,1,1,26,E08000035
69C1172,425987,434136,3,12/9/2019,15:35,Non - Primary Road,Dry,Daylight,Fine,Car,Driver/Rider,Slight,1,1,26,E08000035
69C1394,429704,431078,2,12/9/2019,17:01,Unclassified,Dry,Daylight,Fine,Car,Driver/Rider,Slight,1,0,34,E08000035
69C1994,427688,436155,1,12/9/2019,21:16,Unclassified,Dry,Dark (lit street),Fine,Car,Pedestrian,Serious,1,0,20,E08000035
69D0352,435301,434819,2,13/9/2019,10:45,Non - Primary Road,Dry,Daylight,Fine,Car,Driver/Rider,Slight,1,1,44,E08000035
69D0352,435301,434819,2,13/9/2019,10:45,Non - Primary Road,Dry,Daylight,Fine,Car,Driver/Rider,Slight,1,1,44,E08000035
69D0575,424300,435338,2,13/9/2019,8:35,Non - Primary Road,Dry,Daylight,Fine,Motorcycle(50cc-125cc),Driver/Rider,Serious,1,0,30,E08000035
69D1277,429369,433755,3,13/9/2019,12:15,Primary Motorway,Dry,Daylight,Fine,Car,Driver/Rider,Slight,0,2,42,E08000035
69D1277,429369,433755,3,13/9/2019,12:15,Primary Motorway,Dry,Daylight,Fine,Car,Driver/Rider,Slight,0,2,42,E08000035
69D2178,429742,430780,2,13/9/2019,23:00,Unclassified,Dry,Dark (lit street),Fine,Car,Driver/Rider,Serious,2,1,39,E08000035
69D2178,429742,430780,2,13/9/2019,23:00,Unclassified,Dry,Dark (lit street),Fine,Car,Vehicle Passenger,Slight,2,1,39,E08000035
69D2178,429742,430780,2,13/9/2019,23:00,Unclassified,Dry,Dark (lit street),Fine,Car,Driver/Rider,Slight,2,1,39,E08000035
69D2296,433299,434047,1,13/9/2019,21:00,Non - Primary Road,Dry,Daylight,Fine,Bus(17 or more passenger seats),Vehicle Passenger,Slight,0,1,50,E08000035
69E0134,429918,433887,2,11/9/2019,17:20,Unclassified,Dry,Daylight,Fine,Pedal Cycle,Driver/Rider,Slight,1,0,37,E08000035
69E0604,443561,438096,3,15/9/2019,11:06,Primary Motorway,Dry,Daylight,Fine,Car,Driver/Rider,Slight,0,2,46,E08000035
69E0604,443561,438096,3,15/9/2019,11:06,Primary Motorway,Dry,Daylight,Fine,Car,Vehicle Passenger,Slight,0,2,46,E08000035
69E1996,421528,433982,2,14/9/2019,23:18,Non - Primary Road,Dry,Dark (lit street),Fine,Car,Driver/Rider,Slight,1,1,19,E08000035
69E1996,421528,433982,2,14/9/2019,23:18,Non - Primary Road,Dry,Dark (lit street),Fine,Car,Vehicle Passenger,Slight,1,1,19,E08000035
69F0738,420330,445551,2,15/9/2019,11:35,Non - Primary Road,Dry,Daylight,Fine,Pedal Cycle,Driver/Rider,Serious,0,1,56,E08000035
69F1555,433362,425594,1,15/9/2019,18:30,Non - Primary Road,Dry,Daylight,Fine,Motorcycle(50cc-125cc),Driver/Rider,Serious,1,0,16,E08000035
69F2063,437663,444945,1,15/9/2019,23:10,Non - Primary Road,Wet/Damp,Dark (unknown lighting),Fine,Car,Driver/Rider,Serious,0,1,40,E08000035
69G0074,430072,433369,1,16/9/2019,0:57,Unclassified,Wet/Damp,Dark (lit street),Raining,Car,Pedestrian,Slight,1,0,30,E08000035
69G0441,428555,433367,2,16/9/2019,9:37,Unclassified,Dry,Daylight,Fine,Pedal Cycle,Driver/Rider,Slight,0,1,32,E08000035
69G0465,424307,443947,1,16/9/2019,9:50,Non - Primary Road,Dry,Daylight,Fine,Car,Driver/Rider,Serious,0,1,68,E08000035
69G0692,428102,426660,2,16/9/2019,11:48,Non - Primary Road,Dry,Daylight,Fine,Car,Vehicle Passenger,Slight,0,1,21,E08000035
69G0975,432178,438852,2,16/9/2019,13:50,Unclassified,Dry,Daylight,Fine,Motorcycle(50cc-125cc),Driver/Rider,Slight,1,0,39,E08000035
69G1039,425109,435552,1,16/9/2019,14:25,Unclassified,Dry,Daylight,Fine,Car,Pedestrian,Slight,1,0,11,E08000035
69G1901,428596,427781,2,16/9/2019,19:39,Non - Primary Road,Dry,Dark (lit street),Fine,Car,Vehicle Passenger,Slight,1,0,22,E08000035
69H0350,430877,434255,2,17/9/2019,8:53,Non - Primary Road,Dry,Daylight,Fine,Pedal Cycle,Driver/Rider,Serious,1,0,27,E08000035
69H0428,430942,435678,2,17/9/2019,9:47,Unclassified,Dry,Daylight,Fine,Pedal Cycle,Driver/Rider,Slight,1,0,25,E08000035
69H0599,426860,437747,2,17/9/2019,11:19,Non - Primary Road,Dry,Daylight,Fine,Car,Driver/Rider,Slight,0,1,44,E08000035
69H1307,424126,444006,2,17/9/2019,16:34,Non - Primary Road,Dry,Daylight,Fine,Car,Driver/Rider,Slight,2,0,34,E08000035
69H1307,424126,444006,2,17/9/2019,16:34,Non - Primary Road,Dry,Daylight,Fine,Car,Vehicle Passenger,Slight,2,0,34,E08000035
69I0280,431970,435823,2,18/9/2019,7:59,Non - Primary Road,Dry,Daylight,Fine,Motorcycle(50cc-125cc),Driver/Rider,Serious,1,0,21,E08000035
69I0538,430436,434915,2,17/9/2019,14:00,Unclassified,Dry,Daylight,Fine,Pedal Cycle,Driver/Rider,Slight,1,0,40,E08000035
69I1278,418937,441940,2,18/9/2019,16:25,Unclassified,Dry,Daylight,Fine,Car,Driver/Rider,Slight,0,1,38,E08000035
69I1422,430533,434502,2,18/9/2019,16:55,Non - Primary Road,Dry,Daylight,Fine,Motorcycle(500cc or more),Driver/Rider,Slight,1,0,21,E08000035
69I1492,432341,426349,2,18/9/2019,17:29,Motorway,Dry,Daylight,Fine,Car,Driver/Rider,Slight,1,0,31,E08000035
69I2038,428706,432806,2,18/9/2019,21:51,Unclassified,Dry,Dark (lit street),Fine,Pedal Cycle,Driver/Rider,Serious,1,0,33,E08000035
69J0100,428390,434070,2,19/9/2019,10:00,Unclassified,Dry,Daylight,Fine,Pedal Cycle,Driver/Rider,Slight,1,0,19,E08000035
69J0861,431495,436228,2,17/9/2019,16:10,Road,Dry,Daylight,Fine,Taxi/Private car,Driver/Rider,Slight,1,0,40,E08000035
69J0953,432772,436856,1,19/9/2019,14:39,Unclassified,Dry,Daylight,Fine,Motorcycle(50cc-125cc),Pedestrian,Serious,0,1,86,E08000035
69J1336,430490,435976,2,19/9/2019,17:10,Unclassified,Dry,Daylight,Fine,Car,Driver/Rider,Slight,2,0,42,E08000035
69J1336,430490,435976,2,19/9/2019,17:10,Unclassified,Dry,Daylight,Fine,Car,Driver/Rider,Slight,2,0,42,E08000035
69J1526,426326,428159,1,19/9/2019,18:20,Road,Dry,Daylight,Fine,Taxi/Private car,Pedestrian,Slight,1,0,30,E08000035
69J1866,418767,446467,2,19/9/2019,19:00,Unclassified,Dry,Daylight,Fine,Bus(17 or more passenger seats),Vehicle Passenger,Slight,0,1,50,E08000035
69J1941,427279,433073,2,19/9/2019,21:05,Road,Dry,Dark (lit street),Fine,Pedal Cycle,Driver/Rider,Slight,1,0,16,E08000035
69K0384,430954,435884,1,20/9/2019,8:46,Unclassified,Dry,Daylight,Fine,Car,Pedestrian,Serious,0,1,33,E08000035
69K0853,430798,435342,2,20/9/2019,13:15,Unclassified,Dry,Daylight,Fine,Car,Driver/Rider,Slight,2,0,38,E08000035
69K0853,430798,435342,2,20/9/2019,13:15,Unclassified,Dry,Daylight,Fine,Car,Driver/Rider,Slight,2,0,38,E08000035
69K0964,426015,428237,1,20/9/2019,13:00,Unclassified,Dry,Daylight,Fine,Car,Pedestrian,Slight,0,1,35,E08000035
69K1189,440556,447694,2,20/9/2019,15:34,Non - Primary Road,Dry,Daylight,Fine,Pedal Cycle,Driver/Rider,Serious,1,0,71,E08000035
69K1395,429240,433846,2,20/9/2019,14:15,Unclassified,Dry,Daylight,Fine,Bus(17 or more passenger seats),Vehicle Passenger,Slight,0,1,27,E08000035
69K1469,426523,427467,1,13/9/2019,21:33,Unclassified,Dry,Unknown,Fine,Car,Pedestrian,Slight,0,1,32,E08000035
69K1631,432080,438851,2,20/9/2019,14:55,Unclassified,Dry,Daylight,Fine,Pedal Cycle,Driver/Rider,Slight,1,0,45,E08000035
69K1791,432996,436046,1,20/9/2019,17:25,Non - Primary Road,Dry,Daylight,Fine,Bus(17 or more passenger seats),Vehicle Passenger,Slight,0,1,35,E08000035
69K2059,430230,424102,2,20/9/2019,21:34,Motorway,Dry,Dark (unknown lighting),Fine,Car,Driver/Rider,Slight,1,0,46,E08000035
69L0510,424384,434459,2,21/9/2019,9:15,Unclassified,Dry,Daylight,Fine,Pedal Cycle,Driver/Rider,Slight,1,0,32,E08000035
69L0750,431558,432768,2,21/9/2019,11:40,Unclassified,Dry,Daylight,Fine,Car,Driver/Rider,Slight,0,1,35,E08000035
69L0760,425957,438578,3,21/9/2019,11:40,Unclassified,Dry,Daylight,Fine,Motorcycle-unkown cc,Vehicle Passenger,Serious,1,0,24,E08000035
69L0852,436469,434064,3,21/9/2019,12:35,Non - Primary Road,Dry,Daylight,Fine,Taxi/Private car,Driver/Rider,Slight,2,0,40,E08000035
69L0852,436469,434064,3,21/9/2019,12:35,Non - Primary Road,Dry,Daylight,Fine,Taxi/Private car,Vehicle Passenger,Slight,2,0,40,E08000035
69L1182,431526,434298,2,21/9/2019,15:25,Unclassified,Dry,Daylight,Fine,Motorcycle(50cc-125cc),Driver/Rider,Serious,1,0,26,E08000035
69L1487,436937,435820,2,21/9/2019,17:30,Unclassified,Dry,Daylight,Fine,Pedal Cycle,Driver/Rider,Serious,1,0,8,E08000035
69L1758,435903,436428,2,21/9/2019,19:38,Non - Primary Road,Dry,Daylight,Fine,Car,Driver/Rider,Slight,1,0,64,E08000035
69L1889,437036,441712,2,21/9/2019,20:48,Unclassified,Dry,Daylight,Fine,Car,Driver/Rider,Slight,0,1,76,E08000035
69L1925,429566,433907,2,21/9/2019,19:54,Non - Primary Road,Dry,Daylight,Fine,Car,Driver/Rider,Slight,1,0,22,E08000035
69L2019,428140,432795,1,21/9/2019,21:47,Road,Dry,Dark (lit street),Fine,Car,Pedestrian,Slight,0,1,82,E08000035
